Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.1582694053649902	0	19.82353	11.187714	59.0	9.0	19.823529411764707	11.187713643227575	1011	1011
3.3095622062683105	1	26.421053	13.550357	65.0	11.0	26.42105263157895	13.550357499551478	1004	2015
4.288511037826538	2	35.82143	17.008514	103.0	13.0	35.82142857142857	17.00851377446973	1003	3018
5.34200382232666	3	48.391304	28.266956	129.0	16.0	48.391304347826086	28.266955866361887	1113	4131
6.395321607589722	4	49.714287	18.971514	90.0	16.0	49.714285714285715	18.971514629753177	1044	5175
7.393753528594971	5	47.409092	15.520247	82.0	17.0	47.40909090909091	15.520248038403048	1043	6218
8.400296688079834	6	56.31579	16.629248	94.0	27.0	56.31578947368421	16.629247005071477	1070	7288
9.366766929626465	7	66.73333	23.50735	117.0	40.0	66.73333333333333	23.507351096105143	1001	8289
10.36495304107666	8	74.35714	36.949013	165.0	28.0	74.35714285714286	36.949013408164696	1041	9330
11.36891222000122	9	82.61539	21.966892	115.0	43.0	82.61538461538461	21.966892786605598	1074	10404
12.352258682250977	10	86.0	47.525433	200.0	49.0	86.0	47.525431788324305	1032	11436
13.309185028076172	11	86.166664	30.339285	148.0	46.0	86.16666666666667	30.33928513037547	1034	12470
14.304718494415283	12	96.90909	24.663017	157.0	69.0	96.9090909090909	24.663018120455522	1066	13536
15.303505182266235	13	116.44444	45.06073	200.0	55.0	116.44444444444444	45.060727200107074	1048	14584
16.345892906188965	14	160.85715	37.7224	200.0	87.0	160.85714285714286	37.722401724131174	1126	15710
17.38118624687195	15	183.83333	23.169065	200.0	145.0	183.83333333333334	23.169064624096407	1103	16813
18.442272424697876	16	190.83333	20.49729	200.0	145.0	190.83333333333334	20.49728979374807	1145	17958
19.571002960205078	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	19158
20.67828130722046	18	198.16667	4.0994577	200.0	189.0	198.16666666666666	4.099457958749614	1189	20347
21.744374990463257	19	158.42857	43.044353	200.0	89.0	158.42857142857142	43.04435301558861	1109	21456
22.866642236709595	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22656
23.992370128631592	21	191.0	13.35415	200.0	166.0	191.0	13.354150416006753	1146	23802
25.09621262550354	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25002
26.299274682998657	23	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	26201
