Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.170091152191162	0	15.227273	5.591648	40.0	9.0	15.227272727272727	5.591648140362539	1005	1005
3.3957555294036865	1	23.681818	13.918223	77.0	9.0	23.681818181818183	13.918223383347469	1042	2047
4.356605291366577	2	34.689655	19.287487	103.0	11.0	34.689655172413794	19.28748647086635	1006	3053
5.333822250366211	3	48.761906	15.386774	69.0	21.0	48.76190476190476	15.386774660958684	1024	4077
6.3827784061431885	4	66.25	27.061274	135.0	31.0	66.25	27.061273066875476	1060	5137
7.336644172668457	5	63.0	31.509918	144.0	31.0	63.0	31.509919073206138	1008	6145
8.321223974227905	6	74.28571	32.60681	144.0	31.0	74.28571428571429	32.6068103566211	1040	7185
9.374260425567627	7	96.63636	34.85626	157.0	51.0	96.63636363636364	34.856257367737435	1063	8248
10.397341966629028	8	108.0	39.979996	200.0	70.0	108.0	39.97999499749844	1080	9328
11.381175518035889	9	143.57143	36.019268	200.0	89.0	143.57142857142858	36.01926921943365	1005	10333
12.459537506103516	10	160.57143	30.77038	200.0	122.0	160.57142857142858	30.770380669250947	1124	11457
13.515169382095337	11	188.5	25.71478	200.0	131.0	188.5	25.71478174124758	1131	12588
14.504173040390015	12	175.83333	33.388702	200.0	107.0	175.83333333333334	33.38870401132029	1055	13643
15.487955570220947	13	171.33333	39.27538	200.0	96.0	171.33333333333334	39.2753810364146	1028	14671
16.593185663223267	14	195.33333	9.568466	200.0	174.0	195.33333333333334	9.568466729604882	1172	15843
17.72193741798401	15	200.0	0.0	200.0	200.0	200.0	0.0	1200	17043
18.795788764953613	16	194.83333	11.553019	200.0	169.0	194.83333333333334	11.553017883748915	1169	18212
19.913880109786987	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	19412
21.05003261566162	18	200.0	0.0	200.0	200.0	200.0	0.0	1200	20612
22.154237747192383	19	200.0	0.0	200.0	200.0	200.0	0.0	1200	21812
23.27972102165222	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	23012
24.413272857666016	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	24212
25.601808547973633	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25412
26.785531759262085	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26612
