Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.166163682937622	0	17.05	6.7117434	43.0	9.0	17.05	6.711743439673479	1023	1023
3.348553419113159	1	29.22857	17.53215	99.0	10.0	29.228571428571428	17.532151223697912	1023	2046
4.30620002746582	2	45.68182	27.226969	127.0	18.0	45.68181818181818	27.226969189384068	1005	3051
5.256775617599487	3	56.22222	22.743877	102.0	22.0	56.22222222222222	22.743877211620802	1012	4063
6.2563700675964355	4	57.22222	28.123844	116.0	25.0	57.22222222222222	28.1238442835248	1030	5093
7.191862344741821	5	91.181816	38.52465	174.0	39.0	91.18181818181819	38.52465133301765	1003	6096
8.244759798049927	6	138.375	46.882668	200.0	79.0	138.375	46.882666039806224	1107	7203
9.33558440208435	7	141.25	24.631027	195.0	107.0	141.25	24.631027181179434	1130	8333
10.392504453659058	8	186.83333	16.25235	200.0	157.0	186.83333333333334	16.252350257390127	1121	9454
11.368847370147705	9	167.33333	34.740307	200.0	115.0	167.33333333333334	34.74030640177039	1004	10458
12.492153406143188	10	167.14285	36.392418	200.0	107.0	167.14285714285714	36.39241903563579	1170	11628
13.453495740890503	11	168.66667	31.398867	200.0	134.0	168.66666666666666	31.398867637048458	1012	12640
14.44791555404663	12	147.71428	34.73045	200.0	91.0	147.71428571428572	34.73044891205198	1034	13674
15.529561281204224	13	111.2	26.645073	148.0	74.0	111.2	26.645074591751474	1112	14786
16.581621170043945	14	111.7	24.9	153.0	69.0	111.7	24.9	1117	15903
17.53977131843567	15	127.125	34.06405	200.0	93.0	127.125	34.0640481299566	1017	16920
18.58251190185547	16	139.625	26.086096	200.0	104.0	139.625	26.086095434158022	1117	18037
19.571435689926147	17	173.5	13.187747	200.0	158.0	173.5	13.187746838132231	1041	19078
20.66390895843506	18	167.42857	24.359552	200.0	130.0	167.42857142857142	24.359551619478562	1172	20250
21.74747395515442	19	196.33333	5.9348316	200.0	184.0	196.33333333333334	5.934831271588285	1178	21428
22.837970733642578	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22628
24.003629207611084	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	23828
25.121212005615234	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25028
26.3472318649292	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26228
