Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.257140874862671	0	17.05	6.7117434	43.0	9.0	17.05	6.711743439673479	1023	1023
5.189450979232788	1	29.22857	17.53215	99.0	10.0	29.228571428571428	17.532151223697912	1023	2046
5.89160943031311	2	45.68182	27.226969	127.0	18.0	45.68181818181818	27.226969189384068	1005	3051
6.537364482879639	3	56.22222	22.743877	102.0	22.0	56.22222222222222	22.743877211620802	1012	4063
7.242671966552734	4	57.22222	28.123844	116.0	25.0	57.22222222222222	28.1238442835248	1030	5093
7.9133079051971436	5	91.181816	38.52465	174.0	39.0	91.18181818181819	38.52465133301765	1003	6096
8.659541845321655	6	138.375	46.882668	200.0	79.0	138.375	46.882666039806224	1107	7203
9.372229099273682	7	141.25	24.631027	195.0	107.0	141.25	24.631027181179434	1130	8333
10.099544525146484	8	186.83333	16.25235	200.0	157.0	186.83333333333334	16.252350257390127	1121	9454
10.769170045852661	9	167.33333	34.740307	200.0	115.0	167.33333333333334	34.74030640177039	1004	10458
28.437495470046997	10	167.14285	36.392418	200.0	107.0	167.14285714285714	36.39241903563579	1170	11628
29.11686944961548	11	168.66667	31.398867	200.0	134.0	168.66666666666666	31.398867637048458	1012	12640
29.825947761535645	12	147.71428	34.73045	200.0	91.0	147.71428571428572	34.73044891205198	1034	13674
30.527623414993286	13	111.2	26.645073	148.0	74.0	111.2	26.645074591751474	1112	14786
31.24191117286682	14	111.7	24.9	153.0	69.0	111.7	24.9	1117	15903
31.928799867630005	15	127.125	34.06405	200.0	93.0	127.125	34.0640481299566	1017	16920
32.6359703540802	16	139.625	26.086096	200.0	104.0	139.625	26.086095434158022	1117	18037
33.31032872200012	17	170.66667	15.53133	200.0	154.0	170.66666666666666	15.531330342962324	1024	19061
34.00745987892151	18	168.33333	28.039654	200.0	124.0	168.33333333333334	28.03965445975079	1010	20071
34.825307846069336	19	191.83333	12.548794	200.0	167.0	191.83333333333334	12.548793656054043	1151	21222
