Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.231571912765503	0	17.05	6.7117434	43.0	9.0	17.05	6.711743439673479	1023	1023
3.4147632122039795	1	29.22857	17.53215	99.0	10.0	29.228571428571428	17.532151223697912	1023	2046
4.379380464553833	2	45.68182	27.226969	127.0	18.0	45.68181818181818	27.226969189384068	1005	3051
5.333919525146484	3	56.22222	22.743877	102.0	22.0	56.22222222222222	22.743877211620802	1012	4063
6.312219142913818	4	57.22222	28.123844	116.0	25.0	57.22222222222222	28.1238442835248	1030	5093
7.328853607177734	5	91.181816	38.52465	174.0	39.0	91.18181818181819	38.52465133301765	1003	6096
8.39552927017212	6	138.375	46.882668	200.0	79.0	138.375	46.882666039806224	1107	7203
9.473613023757935	7	141.25	24.631027	195.0	107.0	141.25	24.631027181179434	1130	8333
10.533772945404053	8	186.83333	16.25235	200.0	157.0	186.83333333333334	16.252350257390127	1121	9454
11.4933180809021	9	167.33333	34.740307	200.0	115.0	167.33333333333334	34.74030640177039	1004	10458
12.610535383224487	10	167.14285	36.392418	200.0	107.0	167.14285714285714	36.39241903563579	1170	11628
13.576027870178223	11	168.66667	31.398867	200.0	134.0	168.66666666666666	31.398867637048458	1012	12640
14.56369137763977	12	147.71428	34.73045	200.0	91.0	147.71428571428572	34.73044891205198	1034	13674
15.687859058380127	13	111.2	26.645073	148.0	74.0	111.2	26.645074591751474	1112	14786
16.76236629486084	14	111.7	24.9	153.0	69.0	111.7	24.9	1117	15903
17.7273371219635	15	127.125	34.06405	200.0	93.0	127.125	34.0640481299566	1017	16920
18.897862195968628	16	139.625	26.086096	200.0	104.0	139.625	26.086095434158022	1117	18037
19.867773056030273	17	170.66667	15.53133	200.0	154.0	170.66666666666666	15.531330342962324	1024	19061
20.869062662124634	18	176.66667	21.07658	200.0	149.0	176.66666666666666	21.076579946049648	1060	20121
21.942124128341675	19	190.16667	16.85642	200.0	154.0	190.16666666666666	16.856419812311536	1141	21262
23.131338357925415	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22462
24.216329336166382	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	23662
25.308714628219604	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	24862
26.436421632766724	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26062
27.53512191772461	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	27262
28.718050003051758	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	28462
29.81798028945923	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	29662
30.952436447143555	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	30862
32.22825264930725	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	32062
33.4987530708313	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	33262
34.64465546607971	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34462
35.795074224472046	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35662
37.11571431159973	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36862
38.23837208747864	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	38062
39.3688325881958	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	39262
40.60093355178833	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40462
41.719725608825684	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41662
42.83538341522217	37	199.33333	1.490712	200.0	196.0	199.33333333333334	1.4907119849998598	1196	42858
43.95729041099548	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	44058
