Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.219344139099121	0	19.82353	11.187714	59.0	9.0	19.823529411764707	11.187713643227575	1011	1011
3.39349102973938	1	26.421053	13.550357	65.0	11.0	26.42105263157895	13.550357499551478	1004	2015
4.367314577102661	2	35.82143	17.008514	103.0	13.0	35.82142857142857	17.00851377446973	1003	3018
5.427944183349609	3	48.391304	28.266956	129.0	16.0	48.391304347826086	28.266955866361887	1113	4131
6.419505596160889	4	49.714287	18.971514	90.0	16.0	49.714285714285715	18.971514629753177	1044	5175
7.4739298820495605	5	47.409092	15.520247	82.0	17.0	47.40909090909091	15.520248038403048	1043	6218
8.534998893737793	6	56.31579	16.629248	94.0	27.0	56.31578947368421	16.629247005071477	1070	7288
9.5000159740448	7	66.73333	23.50735	117.0	40.0	66.73333333333333	23.507351096105143	1001	8289
10.502496004104614	8	74.35714	36.949013	165.0	28.0	74.35714285714286	36.949013408164696	1041	9330
11.545211791992188	9	82.61539	21.966892	115.0	43.0	82.61538461538461	21.966892786605598	1074	10404
12.524051904678345	10	86.0	47.525433	200.0	49.0	86.0	47.525431788324305	1032	11436
13.505247592926025	11	86.166664	30.339285	148.0	46.0	86.16666666666667	30.33928513037547	1034	12470
14.490081787109375	12	96.90909	24.663017	157.0	69.0	96.9090909090909	24.663018120455522	1066	13536
15.542381763458252	13	116.44444	45.06073	200.0	55.0	116.44444444444444	45.060727200107074	1048	14584
16.634864330291748	14	160.85715	37.7224	200.0	87.0	160.85714285714286	37.722401724131174	1126	15710
17.690197944641113	15	183.83333	23.169065	200.0	145.0	183.83333333333334	23.169064624096407	1103	16813
18.842179775238037	16	190.83333	20.49729	200.0	145.0	190.83333333333334	20.49728979374807	1145	17958
19.95936870574951	17	200.0	0.0	200.0	200.0	200.0	0.0	1200	19158
21.085217475891113	18	198.16667	4.0994577	200.0	189.0	198.16666666666666	4.099457958749614	1189	20347
22.142996311187744	19	158.42857	43.044353	200.0	89.0	158.42857142857142	43.04435301558861	1109	21456
23.280890464782715	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22656
24.358669757843018	21	191.0	13.35415	200.0	166.0	191.0	13.354150416006753	1146	23802
25.492268323898315	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25002
26.619829416275024	23	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	26201
27.73474621772766	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	27401
28.864741563796997	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	28601
29.997455835342407	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	29801
31.094106912612915	27	197.33333	5.962848	200.0	184.0	197.33333333333334	5.962847939999438	1184	30985
32.382837772369385	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	32185
33.73094987869263	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	33385
34.85128951072693	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	34585
35.952168226242065	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35785
37.2495481967926	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36985
38.37309002876282	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	38185
39.526479721069336	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	39385
40.708322525024414	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	40585
41.83968782424927	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41785
42.96684694290161	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42985
44.0942018032074	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	44185
